date,topic0,topic1,topic2,topic3,topic4
2019-01-21,0.005017072898016351,0.9799559920273492,0.005004592491001271,0.005015829321163596,0.005006513262469641
2019-02-10,0.9691984318015097,0.007697783751579428,0.007704934804125302,0.007704440628159485,0.007694409014626048
2019-03-12,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2019-04-18,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2019-05-09,0.007698551705568259,0.00769535636204584,0.007706913522164311,0.9691645834380721,0.007734594972149539
2019-06-25,0.004351185531409555,0.982569084188827,0.0043564199977864995,0.0043544692789092765,0.004368841003067657
2019-07-10,0.0055603832339139415,0.005574187636271733,0.005570859664354489,0.9777353396225859,0.005559229842874034
2019-07-25,0.005991142520235926,0.0059045058158326055,0.9763131377870037,0.005895805763580765,0.005895408113347127
2019-08-01,0.00555924963744945,0.005569683796574539,0.00555837028035583,0.005558728508127512,0.9777539677774928
2019-08-18,0.006673452718760811,0.00671163371423487,0.9732031932026516,0.006729171364850414,0.006682548999502361
2019-09-05,0.0066699265231842065,0.0066744228220110375,0.006677297568582417,0.006695988003723692,0.9732823650824987
2019-10-07,0.008340923239175088,0.008337121176183068,0.966648940138221,0.008335763530736902,0.008337251915683994
2019-11-02,0.005270796814746282,0.005275375425175488,0.00526963786517253,0.9789133166745101,0.005270873220395636
2019-12-15,0.005923682353062641,0.005910633875879055,0.005891422813792708,0.976367227416553,0.005907033540712681
2020-01-21,0.005017072898016351,0.9799559920273492,0.005004592491001271,0.005015829321163596,0.005006513262469641
2020-02-10,0.9691984318015097,0.007697783751579428,0.007704934804125302,0.007704440628159485,0.007694409014626048
2020-03-12,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2020-04-18,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2020-05-09,0.007698551705568259,0.00769535636204584,0.007706913522164311,0.9691645834380721,0.007734594972149539
2020-06-25,0.004351185531409555,0.982569084188827,0.0043564199977864995,0.0043544692789092765,0.004368841003067657
2020-07-10,0.0055603832339139415,0.005574187636271733,0.005570859664354489,0.9777353396225859,0.005559229842874034
2020-07-20,0.005058855678794158,0.9796867051278499,0.00520209747488702,0.005021483610988368,0.005030858107480582
2020-07-25,0.005991142520235926,0.0059045058158326055,0.9763131377870037,0.005895805763580765,0.005895408113347127
2020-08-01,0.00555924963744945,0.005569683796574539,0.00555837028035583,0.005558728508127512,0.9777539677774928
2020-08-18,0.006673452718760811,0.00671163371423487,0.9732031932026516,0.006729171364850414,0.006682548999502361
2020-09-05,0.0066699265231842065,0.0066744228220110375,0.006677297568582417,0.006695988003723692,0.9732823650824987
2020-10-07,0.008340923239175088,0.008337121176183068,0.966648940138221,0.008335763530736902,0.008337251915683994
2020-11-02,0.005270796814746282,0.005275375425175488,0.00526963786517253,0.9789133166745101,0.005270873220395636
2020-12-15,0.005923682353062641,0.005910633875879055,0.005891422813792708,0.976367227416553,0.005907033540712681
2021-01-21,0.005017072898016351,0.9799559920273492,0.005004592491001271,0.005015829321163596,0.005006513262469641
2021-02-10,0.9691984318015097,0.007697783751579428,0.007704934804125302,0.007704440628159485,0.007694409014626048
2021-03-12,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2021-04-18,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2021-05-09,0.007698551705568259,0.00769535636204584,0.007706913522164311,0.9691645834380721,0.007734594972149539
2021-06-25,0.004351185531409555,0.982569084188827,0.0043564199977864995,0.0043544692789092765,0.004368841003067657
2021-07-10,0.0055603832339139415,0.005574187636271733,0.005570859664354489,0.9777353396225859,0.005559229842874034
2021-07-25,0.005991142520235926,0.0059045058158326055,0.9763131377870037,0.005895805763580765,0.005895408113347127
2021-08-01,0.00555924963744945,0.005569683796574539,0.00555837028035583,0.005558728508127512,0.9777539677774928
2021-08-18,0.006673452718760811,0.00671163371423487,0.9732031932026516,0.006729171364850414,0.006682548999502361
2021-09-05,0.0066699265231842065,0.0066744228220110375,0.006677297568582417,0.006695988003723692,0.9732823650824987
2021-10-03,0.00527025047862947,0.005360412719406001,0.005267203565904607,0.005266822296716639,0.9788353109393433
2021-10-07,0.008340923239175088,0.008337121176183068,0.966648940138221,0.008335763530736902,0.008337251915683994
2021-11-02,0.005270796814746282,0.005275375425175488,0.00526963786517253,0.9789133166745101,0.005270873220395636
2021-12-15,0.005923682353062641,0.005910633875879055,0.005891422813792708,0.976367227416553,0.005907033540712681
2022-01-21,0.005017072898016351,0.9799559920273492,0.005004592491001271,0.005015829321163596,0.005006513262469641
2022-02-10,0.9691984318015097,0.007697783751579428,0.007704934804125302,0.007704440628159485,0.007694409014626048
2022-03-12,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2022-04-18,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2022-05-09,0.007698551705568259,0.00769535636204584,0.007706913522164311,0.9691645834380721,0.007734594972149539
2022-05-15,0.005915514911712253,0.005898526294594537,0.26202895098233586,0.7202433635716424,0.005913644239715082
2022-06-25,0.004351185531409555,0.982569084188827,0.0043564199977864995,0.0043544692789092765,0.004368841003067657
2022-07-10,0.0055603832339139415,0.005574187636271733,0.005570859664354489,0.9777353396225859,0.005559229842874034
2022-07-25,0.005991142520235926,0.0059045058158326055,0.9763131377870037,0.005895805763580765,0.005895408113347127
2022-08-01,0.00555924963744945,0.005569683796574539,0.00555837028035583,0.005558728508127512,0.9777539677774928
2022-08-18,0.006673452718760811,0.00671163371423487,0.9732031932026516,0.006729171364850414,0.006682548999502361
2022-09-05,0.0066699265231842065,0.0066744228220110375,0.006677297568582417,0.006695988003723692,0.9732823650824987
2022-10-07,0.008340923239175088,0.008337121176183068,0.966648940138221,0.008335763530736902,0.008337251915683994
2022-11-02,0.005270796814746282,0.005275375425175488,0.00526963786517253,0.9789133166745101,0.005270873220395636
2022-12-15,0.005923682353062641,0.005910633875879055,0.005891422813792708,0.976367227416553,0.005907033540712681
2023-01-21,0.005017072898016351,0.9799559920273492,0.005004592491001271,0.005015829321163596,0.005006513262469641
2023-02-10,0.9691984318015097,0.007697783751579428,0.007704934804125302,0.007704440628159485,0.007694409014626048
2023-03-12,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2023-04-18,0.004764574174428891,0.004765110456494176,0.9809311665558929,0.004769626599482399,0.004769522213701731
2023-05-09,0.007698551705568259,0.00769535636204584,0.007706913522164311,0.9691645834380721,0.007734594972149539
2023-06-12,0.006011994811574644,0.0059374959802880175,0.005931321889573033,0.005926674609444351,0.97619251270912
2023-06-25,0.004351185531409555,0.982569084188827,0.0043564199977864995,0.0043544692789092765,0.004368841003067657
2023-07-10,0.0055603832339139415,0.005574187636271733,0.005570859664354489,0.9777353396225859,0.005559229842874034
2023-07-25,0.005991142520235926,0.0059045058158326055,0.9763131377870037,0.005895805763580765,0.005895408113347127
